CGPA,Domain,Hours Spent,Degree,Revisit Frequency
5.482913440720399,Web Development,4,IOT,Daily
5.019186394295829,Web Development,4,Other,Daily
9.281719849548805,Data Science,5,IT,Weekly
9.63367651156602,Cloud Computing,4,Other,Weekly
7.736474525666762,Data Science,4,CSE,Daily
4.042067825496959,Web Development,3,IT,Daily
6.657620637131445,Web Development,2,IOT,Weekly
4.798531147165187,Web Development,2,IOT,Weekly
7.080235890240232,Cloud Computing,5,IT,Weekly
7.454452904939763,Cloud Computing,5,IT,Daily
5.022791773018323,Web Development,3,CSE,Daily
5.108994867911255,Web Development,1,IT,Weekly
5.617331204742705,Web Development,2,IT,Daily
5.089251798478207,Web Development,2,IOT,Weekly
9.911223410298268,Data Science,4,IT,Weekly
9.402584224964155,Cloud Computing,5,Other,Weekly
5.230267423005136,Web Development,5,IOT,Weekly
4.947024791334278,Web Development,4,CSE,Daily
5.219960729322751,Web Development,4,IOT,Daily
6.318322146726363,Web Development,2,IOT,Weekly
5.027694826182237,Web Development,1,CSE,Daily
4.598619434262201,Web Development,4,Other,Weekly
9.407035403883373,Data Science,4,Other,Weekly
4.651530457595821,Web Development,1,CSE,Daily
9.516776532886896,Data Science,5,IOT,Daily
8.920969266570037,Cloud Computing,5,IOT,Weekly
4.926091344069583,Web Development,4,IOT,Daily
8.767155208327585,Cloud Computing,3,IT,Weekly
8.144194180712432,Cloud Computing,3,IOT,Weekly
4.164809495693325,Web Development,1,CSE,Weekly
6.038559755240335,Web Development,3,CSE,Daily
8.255118468817152,Data Science,4,IT,Weekly
7.10569497059845,Data Science,4,Other,Weekly
8.400804655992626,Cloud Computing,3,IOT,Weekly
8.303830893327826,Cloud Computing,2,IT,Daily
9.497052226657159,Data Science,2,IT,Weekly
7.137492853772271,Cloud Computing,3,Other,Daily
7.029693599862025,Data Science,2,IT,Daily
5.403768235289359,Web Development,4,CSE,Daily
8.520160372339738,Data Science,2,Other,Weekly
7.431864488186421,Cloud Computing,4,IT,Weekly
4.357485012257237,Web Development,4,Other,Daily
8.89663132991622,Cloud Computing,5,IT,Weekly
8.059937678246587,Cloud Computing,3,CSE,Weekly
5.0177897292216285,Web Development,5,Other,Weekly
6.242199961461189,Web Development,1,IT,Weekly
7.706644191751936,Data Science,4,IT,Daily
9.611320089116077,Data Science,1,Other,Daily
7.580581627779367,Data Science,3,Other,Weekly
6.862789191536426,Web Development,2,Other,Weekly
9.370104683175068,Data Science,1,Other,Weekly
8.350414324040987,Data Science,5,CSE,Daily
8.213644588646998,Cloud Computing,2,Other,Weekly
5.8006370294517104,Web Development,5,Other,Daily
4.748869337418486,Web Development,5,CSE,Weekly
5.585160751360131,Web Development,3,IOT,Weekly
5.34925583956213,Web Development,4,IT,Weekly
5.933035529861538,Web Development,3,IT,Weekly
8.530838393357449,Cloud Computing,2,Other,Daily
6.099729880085588,Web Development,3,IT,Weekly
5.568838637009599,Web Development,5,IT,Daily
5.980533883212223,Web Development,4,IT,Weekly
5.260334496969417,Web Development,5,CSE,Daily
7.387871534531952,Data Science,4,CSE,Daily
5.898217061520325,Web Development,3,Other,Daily
6.0118580718703525,Web Development,2,CSE,Weekly
4.9434816528347305,Web Development,1,IT,Daily
6.025468999674624,Web Development,5,CSE,Daily
4.944433664594743,Web Development,4,IOT,Weekly
4.841164895623078,Web Development,5,Other,Weekly
6.797647909887967,Web Development,4,IT,Daily
7.590678425096557,Data Science,2,CSE,Daily
8.843545485267793,Data Science,2,Other,Daily
9.990548836580963,Data Science,3,CSE,Daily
9.55380998296187,Data Science,3,Other,Weekly
8.303170329920972,Data Science,5,CSE,Daily
5.333292892367543,Web Development,4,Other,Weekly
4.306614029524427,Web Development,2,Other,Weekly
6.821779531345406,Web Development,5,Other,Weekly
9.36084488008311,Cloud Computing,4,IT,Daily
6.438555863746272,Web Development,2,IOT,Daily
8.591351784910454,Cloud Computing,5,CSE,Weekly
7.138139365998152,Cloud Computing,4,CSE,Daily
4.3068830229801875,Web Development,4,Other,Daily
4.263362769342635,Web Development,1,Other,Daily
5.876874905978234,Web Development,5,CSE,Daily
5.773279726124908,Web Development,5,IT,Weekly
7.633650923578112,Cloud Computing,2,Other,Daily
6.987675885898396,Web Development,4,CSE,Daily
7.508701340618233,Data Science,1,IT,Weekly
6.769623743741275,Web Development,5,IT,Daily
5.10707682833101,Web Development,2,IOT,Daily
5.03657291150178,Web Development,3,Other,Weekly
7.361627170835852,Data Science,5,IT,Weekly
7.2404398041778535,Cloud Computing,1,CSE,Weekly
9.21378101442533,Cloud Computing,5,IT,Daily
9.004337945801215,Data Science,2,CSE,Daily
8.388212336349989,Data Science,1,IOT,Weekly
6.825600757115824,Web Development,3,IT,Weekly
4.185792940697027,Web Development,5,CSE,Weekly
7.706055940834192,Cloud Computing,5,IOT,Daily
6.0445404264942875,Web Development,2,Other,Daily
8.707746133997311,Data Science,4,IOT,Daily
5.978625542118742,Web Development,2,IT,Daily
8.595897534096384,Data Science,4,IOT,Weekly
4.866281295724504,Web Development,5,Other,Daily
6.9430172059194035,Web Development,2,IT,Daily
7.355550204559306,Cloud Computing,2,IOT,Weekly
6.529887706980672,Web Development,3,CSE,Weekly
8.687854896137363,Cloud Computing,3,IT,Weekly
4.486970938121096,Web Development,5,IT,Daily
8.716331816825242,Data Science,2,CSE,Daily
8.754819956989024,Data Science,3,Other,Weekly
6.064417849277075,Web Development,2,IOT,Daily
5.535084320687273,Web Development,2,IOT,Weekly
5.673297827169864,Web Development,4,IT,Weekly
8.21564148226368,Data Science,1,CSE,Weekly
5.340816798033371,Web Development,4,IT,Daily
6.70399106653573,Web Development,2,Other,Weekly
4.605465895023973,Web Development,5,CSE,Weekly
8.825826706409474,Data Science,5,Other,Weekly
7.3358684894808315,Data Science,1,CSE,Daily
5.859261794549308,Web Development,2,CSE,Daily
8.231104105380464,Cloud Computing,5,IT,Daily
8.569736757900845,Data Science,5,IT,Weekly
8.356831519973646,Cloud Computing,3,CSE,Weekly
6.265584828836659,Web Development,2,Other,Daily
6.487907880637538,Web Development,1,IT,Daily
7.132957024443673,Cloud Computing,2,Other,Weekly
4.375499517514758,Web Development,5,IT,Weekly
7.260263148589638,Data Science,3,IT,Daily
4.4368547647399765,Web Development,3,IT,Daily
5.48650666516374,Web Development,5,CSE,Daily
9.373485030173832,Cloud Computing,1,IT,Daily
7.62423366951533,Cloud Computing,2,Other,Daily
6.509992798207795,Web Development,4,CSE,Weekly
9.106095976097677,Cloud Computing,3,IOT,Daily
7.375127324083049,Cloud Computing,3,IOT,Daily
7.747642316504491,Data Science,2,Other,Weekly
8.020709666789857,Cloud Computing,3,CSE,Daily
6.216507627786547,Web Development,2,IOT,Daily
9.550746434134265,Cloud Computing,4,IT,Weekly
9.402200946281155,Cloud Computing,3,IOT,Weekly
4.064200639171924,Web Development,5,CSE,Daily
5.573182623744479,Web Development,4,IT,Daily
4.636271882576574,Web Development,2,IOT,Daily
4.715410284408582,Web Development,1,IOT,Daily
5.431225170132981,Web Development,2,Other,Daily
8.296511169307173,Data Science,3,CSE,Daily
4.693257105107877,Web Development,2,IT,Weekly
6.7899641908693855,Web Development,4,Other,Weekly
8.009658960874152,Data Science,1,IT,Daily
7.940971158204979,Cloud Computing,2,CSE,Weekly
5.729680382598898,Web Development,5,IOT,Weekly
9.182599619811999,Data Science,1,IT,Daily
9.418039736163998,Data Science,4,IOT,Weekly
4.417138535063184,Web Development,2,IT,Daily
5.057814806754335,Web Development,3,IOT,Weekly
4.187271162902227,Web Development,1,CSE,Weekly
4.24539455999461,Web Development,3,Other,Weekly
8.207638121689492,Cloud Computing,5,CSE,Weekly
8.642912348547357,Cloud Computing,1,CSE,Daily
8.899209364369383,Cloud Computing,1,CSE,Daily
4.011236186004333,Web Development,5,CSE,Daily
9.984470790394326,Data Science,4,IT,Weekly
5.464638166219087,Web Development,2,IT,Weekly
4.16313962371312,Web Development,3,CSE,Daily
8.015140882333586,Cloud Computing,3,IT,Daily
5.8608235158756,Web Development,5,IOT,Weekly
6.04799376583344,Web Development,5,IOT,Daily
8.227486300155837,Cloud Computing,1,IT,Daily
5.678218621784477,Web Development,3,CSE,Daily
7.368330993911372,Cloud Computing,1,Other,Daily
4.295065935337119,Web Development,1,IOT,Daily
8.337503806206017,Cloud Computing,5,CSE,Daily
9.35209470348059,Data Science,5,IOT,Daily
4.222384752874142,Web Development,1,IOT,Daily
8.805915579130167,Data Science,5,Other,Weekly
9.614380615992781,Cloud Computing,3,IOT,Daily
6.331435337538864,Web Development,1,CSE,Weekly
5.411956966486485,Web Development,5,IT,Daily
8.000246836381136,Cloud Computing,4,IOT,Daily
9.208383251185543,Data Science,5,IT,Daily
9.60962728406981,Data Science,2,IT,Weekly
8.55391538914056,Cloud Computing,5,IT,Daily
4.159925680914882,Web Development,2,CSE,Weekly
5.331281044377838,Web Development,4,IT,Weekly
8.71937339552861,Cloud Computing,3,Other,Daily
7.071802132021956,Cloud Computing,1,IOT,Daily
9.351629382497196,Cloud Computing,4,Other,Weekly
6.994224637946006,Web Development,4,IOT,Daily
6.670744532084552,Web Development,2,Other,Daily
5.031561747744474,Web Development,3,IOT,Weekly
4.287227906416562,Web Development,4,IT,Weekly
5.105222238886686,Web Development,4,CSE,Daily
4.468688666862877,Web Development,2,CSE,Weekly
8.960541229411511,Data Science,4,CSE,Weekly
7.647200851974852,Cloud Computing,5,IT,Weekly
8.89295485948158,Cloud Computing,2,IT,Daily
9.069910436742106,Cloud Computing,3,Other,Daily
4.307204894697011,Web Development,5,CSE,Weekly
6.8661940086576525,Web Development,1,Other,Weekly
4.561789302635317,Web Development,4,IOT,Weekly
4.292950611357755,Web Development,5,Other,Daily
5.448641422413178,Web Development,1,Other,Daily
9.260819167104813,Cloud Computing,3,IOT,Daily
6.450310672272207,Web Development,5,IT,Weekly
4.247073542609037,Web Development,3,IOT,Weekly
5.138628336507702,Web Development,2,IT,Weekly
9.387732602170445,Cloud Computing,1,Other,Daily
4.5400595199817015,Web Development,2,IOT,Weekly
4.280765799041983,Web Development,2,CSE,Weekly
8.40904935949457,Cloud Computing,4,CSE,Weekly
8.493107742471217,Data Science,1,CSE,Daily
7.7174382122734135,Cloud Computing,1,IOT,Weekly
8.14167455437751,Data Science,2,Other,Daily
4.3038598358958255,Web Development,1,CSE,Weekly
9.2484027527189,Data Science,4,CSE,Daily
5.67848354907243,Web Development,2,IT,Daily
4.120006115546496,Web Development,3,IT,Daily
8.685119742491787,Cloud Computing,2,CSE,Daily
7.044107450177962,Data Science,2,IT,Weekly
4.5095357752656255,Web Development,4,CSE,Daily
7.762884135083168,Data Science,4,Other,Daily
6.574329173871422,Web Development,5,IT,Weekly
6.380627003330969,Web Development,1,IT,Daily
8.6408459538873,Data Science,3,Other,Daily
6.302305068110027,Web Development,3,IOT,Weekly
8.785345184204484,Data Science,3,CSE,Weekly
6.5611526751806695,Web Development,5,Other,Weekly
9.467161847497234,Cloud Computing,3,Other,Weekly
7.941263464823175,Data Science,2,IOT,Daily
7.922192666697896,Cloud Computing,2,Other,Daily
4.318888799977364,Web Development,1,IOT,Daily
8.720075063111722,Cloud Computing,2,IT,Weekly
7.736771608710321,Cloud Computing,3,IOT,Weekly
9.506423208739216,Data Science,4,Other,Weekly
4.657328589156691,Web Development,4,CSE,Weekly
9.142962666844323,Data Science,3,IT,Weekly
8.427915068585314,Data Science,2,IOT,Daily
6.026902326753473,Web Development,5,CSE,Daily
9.196550132370492,Data Science,3,IOT,Daily
7.678650742356863,Cloud Computing,1,CSE,Daily
6.620703315589382,Web Development,4,Other,Weekly
6.948489081998236,Web Development,2,Other,Daily
6.934974930200816,Web Development,3,CSE,Daily
7.7938154622910165,Cloud Computing,3,IT,Weekly
4.8842420907359925,Web Development,3,Other,Weekly
7.364503055882331,Cloud Computing,5,Other,Weekly
9.118866735666739,Cloud Computing,5,CSE,Weekly
9.665642027783365,Data Science,3,IT,Weekly
8.709207188593979,Data Science,4,IT,Weekly
8.352991274254634,Cloud Computing,5,Other,Weekly
8.643425368318841,Cloud Computing,5,CSE,Daily
8.700194715547557,Cloud Computing,1,IT,Weekly
4.639994158299846,Web Development,3,IOT,Weekly
7.844908448675986,Data Science,3,IOT,Daily
8.924109293361527,Cloud Computing,1,IT,Weekly
9.825955103363835,Cloud Computing,5,Other,Daily
4.947353213920213,Web Development,4,CSE,Weekly
8.164393034126348,Data Science,1,CSE,Daily
9.643803295535566,Cloud Computing,4,IOT,Weekly
5.767445293477764,Web Development,2,CSE,Daily
7.790516793995712,Data Science,3,IT,Daily
6.185913677192214,Web Development,2,IOT,Weekly
5.935474222024206,Web Development,3,Other,Weekly
4.589751089464071,Web Development,4,IOT,Daily
9.604849170187723,Cloud Computing,2,IOT,Weekly
8.2755681433171,Data Science,4,IOT,Weekly
6.779639100692758,Web Development,1,CSE,Weekly
7.945052738523997,Data Science,3,CSE,Daily
7.070700636862009,Data Science,1,Other,Weekly
8.012630143723639,Data Science,5,IT,Weekly
4.66116869888989,Web Development,2,CSE,Daily
7.316827459192782,Cloud Computing,3,IT,Weekly
7.573035136336467,Cloud Computing,1,Other,Daily
7.3602446489910935,Cloud Computing,3,IT,Weekly
7.608733765911066,Cloud Computing,5,CSE,Daily
8.747494708695278,Data Science,4,Other,Daily
5.538150941329332,Web Development,2,CSE,Weekly
9.582432696076577,Cloud Computing,2,IOT,Weekly
4.846605961580677,Web Development,1,Other,Daily
9.099951904750297,Data Science,4,IOT,Daily
9.582701864083859,Data Science,4,Other,Weekly
6.4821347351059035,Web Development,4,CSE,Weekly
7.461584468217138,Cloud Computing,3,CSE,Weekly
5.330701352571824,Web Development,4,CSE,Daily
8.416846051347553,Data Science,3,CSE,Daily
8.435073918534787,Cloud Computing,1,IT,Weekly
7.091969209575627,Data Science,4,IT,Daily
6.634938237034475,Web Development,4,IT,Weekly
6.5087370529329505,Web Development,5,Other,Daily
7.778321865314205,Data Science,2,Other,Daily
8.150560469416728,Data Science,4,Other,Weekly
4.764669353999287,Web Development,2,IOT,Daily
8.161061250482767,Data Science,5,CSE,Daily
9.423740120530537,Cloud Computing,4,IOT,Weekly
7.597753372624117,Data Science,4,IOT,Daily
6.371759095461128,Web Development,5,CSE,Weekly
4.825183473700952,Web Development,5,IOT,Daily
8.901166454703034,Cloud Computing,2,Other,Daily
6.267067685847131,Web Development,1,IOT,Daily
7.979669954513199,Data Science,1,CSE,Weekly
7.632922147867104,Data Science,4,Other,Daily
8.816825433821236,Cloud Computing,1,CSE,Weekly
5.048764803934573,Web Development,1,IT,Weekly
5.339984862982178,Web Development,2,IOT,Weekly
9.881134440921684,Data Science,2,Other,Daily
4.01441220401159,Web Development,2,IOT,Weekly
8.207746966458807,Data Science,4,IOT,Daily
6.0456961939422005,Web Development,1,Other,Weekly
9.280426783738116,Data Science,3,IOT,Daily
4.931802808490554,Web Development,2,IT,Daily
9.386737555627455,Data Science,4,CSE,Weekly
6.331210667591761,Web Development,3,Other,Weekly
8.057335530309082,Cloud Computing,2,IOT,Daily
4.040573303676787,Web Development,3,IOT,Weekly
8.458877967279737,Data Science,3,IT,Daily
6.194281845218105,Web Development,4,IT,Daily
9.874568341091138,Cloud Computing,5,IOT,Weekly
9.086020085228622,Data Science,1,Other,Weekly
6.879658988623353,Web Development,1,CSE,Daily
8.918403221024526,Data Science,3,CSE,Daily
8.39367578856334,Cloud Computing,5,Other,Daily
7.6684023899392075,Data Science,4,IOT,Weekly
9.13933228722653,Data Science,5,Other,Daily
8.611818960459495,Cloud Computing,3,Other,Daily
6.029064208143945,Web Development,2,IT,Daily
4.550754296912178,Web Development,5,Other,Weekly
9.970758058588402,Cloud Computing,2,Other,Weekly
8.795699386990108,Cloud Computing,5,IT,Daily
9.42935558614478,Data Science,3,Other,Weekly
9.237119511052786,Cloud Computing,3,IOT,Weekly
9.091392938772453,Cloud Computing,4,CSE,Weekly
6.493435154933626,Web Development,5,CSE,Daily
4.954547893802038,Web Development,3,Other,Daily
7.6693175123351605,Cloud Computing,2,Other,Daily
7.7451270176196125,Data Science,4,CSE,Weekly
7.237199019515268,Data Science,1,Other,Weekly
9.176365307955649,Cloud Computing,1,IOT,Daily
5.68733752691402,Web Development,1,CSE,Weekly
4.176570859986237,Web Development,1,Other,Daily
9.849208313639952,Data Science,4,CSE,Weekly
9.966654775507294,Data Science,4,IOT,Weekly
5.845463815273615,Web Development,2,IOT,Weekly
6.9949270696299415,Web Development,1,IT,Weekly
4.0510883146649865,Web Development,1,IOT,Weekly
8.21616514034702,Data Science,4,Other,Weekly
7.963608847816683,Cloud Computing,4,IOT,Weekly
9.709132875945638,Data Science,2,IOT,Daily
9.82627450124228,Cloud Computing,5,CSE,Weekly
8.14144271385505,Data Science,4,Other,Weekly
4.576254902518084,Web Development,5,IOT,Daily
7.436071474348192,Cloud Computing,5,IOT,Weekly
6.135105009994364,Web Development,2,IT,Daily
8.693543847253714,Data Science,5,IOT,Daily
5.566205921421464,Web Development,3,CSE,Daily
6.752857868819261,Web Development,3,CSE,Weekly
8.575320166034558,Cloud Computing,5,Other,Weekly
8.840391833787418,Data Science,4,Other,Weekly
9.543651965555636,Data Science,3,Other,Weekly
6.289388197906254,Web Development,3,IT,Daily
4.042548673333231,Web Development,3,IT,Weekly
6.610449916695801,Web Development,3,IT,Weekly
5.669490979584688,Web Development,2,Other,Weekly
7.7217968898168206,Cloud Computing,4,Other,Daily
8.537782897053713,Cloud Computing,5,CSE,Daily
9.627102601235094,Cloud Computing,4,IT,Daily
4.022109424452319,Web Development,3,IT,Daily
7.2266029327596835,Cloud Computing,2,CSE,Daily
9.347212701056748,Data Science,5,Other,Weekly
6.205324684156754,Web Development,4,CSE,Daily
7.187549773186859,Data Science,3,IT,Weekly
9.775440094266457,Cloud Computing,2,IOT,Daily
7.484152176415183,Data Science,2,IT,Weekly
8.187334223667854,Data Science,1,CSE,Daily
7.382492985628509,Cloud Computing,4,CSE,Weekly
6.911683151524051,Web Development,4,IT,Weekly
6.613458123847539,Web Development,1,IT,Weekly
5.373772770503033,Web Development,1,Other,Weekly
8.606559171582461,Cloud Computing,4,IT,Daily
9.554581467958297,Data Science,3,IT,Daily
4.2482610642938905,Web Development,2,Other,Daily
6.401853210076367,Web Development,3,Other,Daily
6.510632744062027,Web Development,3,IOT,Daily
5.068483853269704,Web Development,4,IOT,Weekly
9.657613738160414,Cloud Computing,4,CSE,Weekly
5.362267768559847,Web Development,4,IT,Daily
8.324664045249955,Data Science,4,IOT,Daily
9.485761460797944,Data Science,2,IOT,Daily
8.198966725135055,Cloud Computing,3,IOT,Daily
5.312129551379238,Web Development,5,Other,Daily
4.495047004874349,Web Development,3,IT,Weekly
6.8768578169161145,Web Development,3,CSE,Weekly
8.65370987540166,Data Science,4,Other,Daily
7.540825938433993,Cloud Computing,1,CSE,Weekly
5.43259797776985,Web Development,5,IT,Daily
4.047769107508495,Web Development,5,CSE,Daily
9.182774518709845,Data Science,2,Other,Weekly
7.285238853910319,Cloud Computing,4,Other,Daily
5.677087483952719,Web Development,1,IOT,Daily
4.965110622298735,Web Development,1,IT,Weekly
8.47153382723827,Data Science,2,IOT,Weekly
5.374630166980095,Web Development,2,Other,Weekly
9.109640838223733,Cloud Computing,2,IT,Daily
5.047622229404883,Web Development,1,IOT,Daily
4.121554935142657,Web Development,3,IOT,Daily
5.455375373766244,Web Development,2,CSE,Weekly
8.378363462853828,Data Science,4,CSE,Weekly
7.144030462512668,Data Science,3,Other,Weekly
9.373077305355515,Data Science,3,IOT,Weekly
4.600186842505064,Web Development,4,Other,Daily
7.123107022089861,Cloud Computing,5,CSE,Weekly
4.9585743366768265,Web Development,2,IT,Weekly
4.488846313003196,Web Development,1,IOT,Daily
6.091076797091496,Web Development,3,Other,Daily
4.960662986852977,Web Development,3,IOT,Daily
9.37040666242966,Data Science,2,Other,Weekly
4.455762740014195,Web Development,4,IT,Weekly
6.096108207444778,Web Development,3,IT,Weekly
4.918717082822116,Web Development,4,Other,Daily
5.218621295863203,Web Development,5,CSE,Weekly
4.222819999748534,Web Development,3,CSE,Daily
9.116051692509938,Cloud Computing,5,Other,Daily
8.279902632025095,Cloud Computing,5,IT,Weekly
6.445063436354195,Web Development,2,IT,Daily
9.552163071337127,Data Science,5,CSE,Daily
5.174602025531574,Web Development,5,IT,Daily
8.030869600196915,Data Science,3,IOT,Weekly
4.313757902498677,Web Development,2,CSE,Weekly
5.158018871679456,Web Development,4,IT,Daily
6.609143120153009,Web Development,3,Other,Weekly
9.149417067132958,Cloud Computing,3,Other,Weekly
9.841822280314222,Data Science,2,CSE,Daily
8.873440674538745,Cloud Computing,4,CSE,Weekly
7.078219661902788,Cloud Computing,3,CSE,Daily
9.248552021973286,Data Science,2,IT,Weekly
8.03646229620021,Data Science,2,IOT,Daily
4.514248375547896,Web Development,2,Other,Daily
7.232105693214005,Cloud Computing,2,Other,Daily
5.698532410759926,Web Development,5,IOT,Weekly
5.111799104910535,Web Development,4,IOT,Daily
9.70020133282519,Cloud Computing,2,IT,Daily
6.924638744240026,Web Development,3,IOT,Weekly
6.09453031707503,Web Development,1,Other,Daily
5.568549200413898,Web Development,1,CSE,Weekly
9.747204495402176,Cloud Computing,1,IOT,Weekly
7.464493066814796,Data Science,2,IT,Daily
8.917636866010959,Data Science,1,CSE,Weekly
5.113358143068524,Web Development,1,IOT,Daily
9.696970682666453,Data Science,5,IT,Daily
5.951413450357412,Web Development,3,CSE,Weekly
4.974757244339509,Web Development,1,IT,Weekly
9.267742201294366,Cloud Computing,1,IT,Weekly
4.522772981294122,Web Development,3,IOT,Weekly
5.187296494446793,Web Development,3,CSE,Weekly
7.703508168931721,Cloud Computing,4,IOT,Weekly
